month,day,sched_dep_time,sched_arr_time,carrier,flight,tailnum,origin,dest,air_time,distance
12,17,1035,1410,VX,187,N844VA,EWR,SFO,357,2565
12,17,1040,1355,AA,1599,N3CGAA,LGA,MIA,159,1096
12,17,830,1030,MQ,3407,N1EAMQ,LGA,CMH,80,479
12,17,1030,1355,AA,179,N381AA,JFK,SFO,353,2586
12,17,1040,1159,B6,2602,N324JB,JFK,BUF,64,301
12,17,1055,1250,MQ,3689,N527MQ,LGA,DTW,81,502
12,17,1021,1325,B6,1,N562JB,JFK,FLL,158,1069
12,17,1059,1258,DL,1869,N332NB,LGA,DTW,81,502
12,17,1100,1210,MQ,3230,N517MQ,JFK,DCA,47,213
12,17,1100,1411,DL,499,N948DL,JFK,FLL,168,1069
12,17,1100,1337,DL,1647,N660DL,LGA,ATL,120,762
12,17,1100,1237,EV,4662,N11109,EWR,RDU,74,416
12,17,1100,1415,DL,507,N320NB,LGA,FLL,167,1076
12,17,1048,1354,B6,971,N703JB,LGA,FLL,160,1076
12,17,950,1115,WN,218,N402WN,LGA,MKE,110,738
12,17,1100,1258,DL,1151,N981AT,EWR,DTW,85,488
12,17,1059,1313,EV,4880,N740EV,LGA,MEM,151,963
12,17,1111,1245,EV,5309,N750EV,LGA,BGR,52,378
12,17,600,846,B6,583,N608JB,JFK,MCO,150,944
12,17,1010,1315,DL,1174,N945DL,LGA,PBI,151,1035
12,17,1055,1409,DL,457,N3749D,JFK,SLC,278,1990
12,17,1110,1223,EV,4633,N23139,EWR,BTV,49,266
12,17,945,1123,9E,4274,N298PQ,LGA,MKE,113,738
12,17,1105,1335,WN,1250,N945WN,LGA,DEN,235,1620
12,17,1129,1442,UA,703,N568UA,JFK,LAX,337,2475
12,17,1130,1435,AA,1623,N3FFAA,EWR,MIA,162,1085
12,17,1100,1210,US,2144,N948UW,LGA,BOS,31,184
12,17,1110,1432,DL,2098,N358NB,LGA,MIA,159,1096
12,17,1130,1342,DL,2219,N951DL,LGA,MSP,147,1020
12,17,1112,1439,UA,274,N844UA,EWR,LAX,334,2454
12,17,1115,1346,UA,1071,N26226,LGA,DEN,232,1620
12,17,1122,1416,UA,1143,N36280,EWR,PBI,156,1023
12,17,1130,1437,DL,1875,N302NB,LGA,TPA,153,1010
12,17,1134,1428,UA,249,N436UA,EWR,TPA,151,997
12,17,745,1015,DL,807,N978AT,EWR,ATL,119,746
12,17,1145,1408,DL,1442,N767NC,EWR,ATL,124,746
12,17,1145,1325,AA,327,N567AA,LGA,ORD,119,733
12,17,1115,1425,AA,1139,N3KAAA,LGA,DFW,207,1389
12,17,936,1052,B6,116,N323JB,JFK,SYR,49,209
12,17,1150,1419,UA,565,N427UA,EWR,DEN,221,1605
12,17,1130,1332,US,707,N180US,LGA,CLT,91,544
12,17,1150,1406,YV,2885,N931LR,LGA,CLT,91,544
12,17,1200,1400,US,2069,N105UW,JFK,CLT,93,541
12,17,1200,1526,UA,766,N512UA,JFK,SFO,359,2586
12,17,1150,1439,UA,1180,N17133,EWR,MCO,147,937
12,17,1200,1510,AA,3,N338AA,JFK,LAX,330,2475
12,17,1200,1424,EV,5611,N761ND,LGA,CHS,105,641
12,17,1200,1501,DL,1685,N310NW,LGA,MCO,148,950
12,17,1200,1441,DL,1947,N942DL,LGA,ATL,129,762
12,17,1200,1521,DL,423,N712TW,JFK,LAX,317,2475
12,17,1140,1455,AA,388,N3EDAA,LGA,MIA,160,1096
12,17,1147,1457,B6,323,N507JB,JFK,LAX,340,2475
12,17,1150,1325,WN,3566,N700GS,LGA,BNA,123,764
12,17,1145,1509,UA,497,N810UA,EWR,SFO,346,2565
12,17,1145,1315,WN,172,N246LV,LGA,MDW,112,725
12,17,1205,1330,WN,483,N475WN,EWR,MDW,112,711
12,17,1100,1214,US,2177,N702UW,LGA,DCA,48,214
12,17,1215,1532,UA,1297,N16701,EWR,SNA,350,2434
12,17,1200,1315,US,2179,N742PS,LGA,DCA,54,214
12,17,1210,1520,AA,1143,N3DGAA,LGA,DFW,198,1389
12,17,1215,1445,MQ,3670,N514MQ,LGA,ATL,121,762
12,17,1203,1504,UA,488,N529UA,EWR,IAH,202,1400
12,17,1125,1315,MQ,2876,N3AEMQ,LGA,STL,132,888
12,17,1200,1308,B6,316,N229JB,JFK,SYR,44,209
12,17,1130,1327,EV,5373,N716EV,LGA,GSO,80,461
12,17,1230,1516,B6,127,N789JB,EWR,MCO,147,937
12,17,1206,1516,B6,1129,N779JB,JFK,RSW,171,1074
12,17,1220,1400,MQ,3361,N812MQ,JFK,RDU,87,427
12,17,1230,1544,DL,406,N3769L,JFK,MIA,157,1089
12,17,1231,1456,EV,4292,N14162,EWR,MSY,180,1167
12,17,1210,1324,9E,2902,N294PQ,JFK,BOS,62,187
12,17,1232,1338,UA,252,N851UA,EWR,BOS,73,200
12,17,1220,1350,MQ,3461,N849MQ,LGA,BNA,131,764
12,17,1229,1345,B6,1386,N348JB,JFK,ROC,53,264
12,17,1225,1535,AA,1697,N640AA,JFK,MIA,168,1089
12,17,1246,1407,EV,5797,N14143,EWR,RIC,63,277
12,17,1259,1601,UA,426,N483UA,EWR,MIA,165,1085
12,17,1247,1614,UA,1663,N34282,EWR,SFO,349,2565
12,17,1300,1620,VX,411,N622VA,JFK,LAX,344,2475
12,17,1300,1636,DL,432,N717TW,JFK,SFO,354,2586
12,17,1215,1445,WN,332,N425LV,EWR,DEN,230,1605
12,17,955,1230,MQ,3644,N531MQ,LGA,ATL,117,762
12,17,1205,1518,DL,1785,N369NB,LGA,PBI,147,1035
12,17,930,1527,UA,15,N76065,EWR,HNL,588,4963
12,17,1300,1610,VX,165,N632VA,EWR,LAX,337,2454
12,17,1300,1535,DL,439,N6704Z,JFK,ATL,121,760
12,17,1315,1506,US,802,N171US,EWR,CLT,93,529
12,17,1245,1449,DL,1131,N950DL,LGA,DTW,82,502
12,17,1200,1304,B6,2380,N258JB,EWR,BOS,47,200
12,17,1245,1555,WN,1428,N407WN,EWR,HOU,207,1411
12,17,1315,1657,US,456,N650AW,JFK,PHX,306,2153
12,17,1300,1528,DL,1163,N342NB,EWR,ATL,119,746
12,17,1305,1424,EV,6054,N19966,EWR,IAD,46,212
12,17,1259,1546,UA,1605,N72405,EWR,LAS,304,2227
12,17,1300,1540,DL,781,N931DL,LGA,ATL,126,762
12,17,1205,1350,MQ,3404,N526MQ,LGA,RDU,72,431
12,17,1310,1558,UA,1641,N12125,EWR,MCO,137,937
12,17,1329,1630,UA,273,N832UA,EWR,DFW,191,1372
12,17,1259,1605,UA,1280,N25705,LGA,IAH,206,1416
12,17,1300,1439,UA,1198,N13750,LGA,ORD,113,733
12,17,1310,1607,B6,553,N294JB,JFK,PBI,156,1028
12,17,1300,1428,UA,1734,N41135,EWR,ORD,110,719
12,17,1300,1605,AA,300,N571AA,EWR,DFW,205,1372
12,17,1326,1524,EV,5189,N744EV,LGA,CMH,82,479
12,17,1135,1330,MQ,3281,N511MQ,LGA,CMH,83,479
12,17,1251,1630,UA,998,N442UA,EWR,PHX,302,2133
12,17,1310,1606,B6,505,N638JB,EWR,FLL,164,1065
12,17,1345,1705,AA,117,N319AA,JFK,LAX,341,2475
12,17,1255,1605,AA,1145,N3KCAA,LGA,DFW,202,1389
12,17,1345,1550,EV,4100,N14904,EWR,MEM,157,946
12,17,1310,1448,EV,4552,N25134,EWR,GSO,82,445
12,17,1329,1440,B6,308,N183JB,JFK,PWM,43,273
12,17,1345,1553,US,1802,N701UW,JFK,CLT,95,541
12,17,1346,1649,UA,460,N471UA,EWR,FLL,168,1065
12,17,1259,1614,AA,1256,N3KHAA,LGA,MIA,161,1096
12,17,1320,1641,UA,1054,N57111,EWR,LAX,329,2454
12,17,1245,1435,WN,1880,N918WN,LGA,STL,142,888
12,17,1354,1647,UA,1571,N76505,EWR,PBI,152,1023
12,17,1259,1501,US,2056,N561UW,LGA,CLT,94,544
12,17,1355,1715,US,686,N663AW,EWR,PHX,295,2133
12,17,1345,1655,AA,1151,N3EYAA,LGA,DFW,207,1389
12,17,1400,1646,B6,927,N633JB,EWR,MCO,147,937
12,17,1350,1720,UA,1583,N35407,EWR,SFO,357,2565
12,17,1246,1538,B6,383,N639JB,JFK,MCO,152,944
12,17,1359,1634,DL,2247,N966DL,LGA,ATL,121,762
12,17,1400,1710,UA,1200,N75433,EWR,SAN,321,2425
12,17,1300,1410,US,2148,N953UW,LGA,BOS,36,184
12,17,1350,1706,DL,2517,N345NB,LGA,MIA,160,1096
12,17,1200,1315,MQ,3386,N818MQ,JFK,DCA,48,213
12,17,1315,1450,AA,331,N582AA,LGA,ORD,115,733
12,17,1345,1640,UA,1611,N12114,EWR,IAH,194,1400
12,17,1421,1538,EV,5712,N836AS,JFK,IAD,51,228
12,17,1247,1351,B6,1318,N187JB,JFK,BOS,37,187
12,17,1355,1535,MQ,3305,N839MQ,LGA,RDU,76,431
12,17,1409,1708,UA,1232,N76502,EWR,IAH,198,1400
12,17,1345,1656,DL,1779,N932DL,LGA,FLL,161,1076
12,17,1326,1628,B6,1401,N708JB,JFK,FLL,165,1069
12,17,1320,1520,MQ,2789,N535MQ,LGA,CLT,97,544
12,17,1250,1415,WN,144,N785SW,LGA,MKE,108,738
12,17,1329,1452,B6,2402,N203JB,JFK,BUF,61,301
12,17,1359,1714,B6,213,N529JB,JFK,LGB,344,2465
12,17,1330,1634,B6,431,N521JB,LGA,SRQ,162,1047
12,17,1438,1744,B6,581,N306JB,JFK,HOU,211,1428
12,17,1250,1350,AA,178,N5EPAA,JFK,BOS,31,187
12,17,1314,1629,B6,1639,N554JB,LGA,RSW,176,1080
12,17,1441,1631,EV,4596,N13553,EWR,STL,142,872
12,17,1430,1757,UA,1205,N34131,EWR,SFO,349,2565
12,17,1445,1809,UA,841,N589UA,JFK,LAX,344,2475
12,17,1440,1715,9E,2918,N908XJ,JFK,IND,105,665
12,17,1420,1648,UA,1107,N35260,EWR,DEN,223,1605
12,17,1300,1413,US,2181,N770UW,LGA,DCA,48,214
12,17,1440,1700,EV,4181,N11191,EWR,MCI,169,1092
12,17,1350,1705,AA,1073,N3EJAA,LGA,MIA,163,1096
12,17,1455,1655,MQ,2815,N613MQ,JFK,CLE,79,425
12,17,1430,1754,UA,1493,N76515,EWR,LAX,336,2454
12,17,1459,1625,9E,2938,N8891A,JFK,BWI,46,184
12,17,1459,1654,US,721,N167US,EWR,CLT,93,529
12,17,1459,1635,9E,2913,N935XJ,JFK,DCA,61,213
12,17,1500,1740,MQ,3202,N629MQ,JFK,IND,111,665
12,17,1340,1715,WN,516,N554WN,EWR,PHX,308,2133
12,17,1459,1814,UA,287,N488UA,EWR,AUS,213,1504
12,17,1502,1708,EV,4144,N14993,EWR,CHS,105,628
12,17,1455,1949,B6,703,N630JB,JFK,SJU,207,1598
12,17,1445,1743,UA,1164,N14214,EWR,FLL,163,1065
12,17,1454,1951,DL,2003,N3752,JFK,SJU,240,1598
12,17,1455,1820,AA,2297,N3JWAA,LGA,MIA,174,1096
12,17,1459,1740,DL,2347,N686DA,LGA,ATL,120,762
12,17,1450,1755,AA,320,N4YBAA,EWR,DFW,204,1372
12,17,1446,1753,B6,325,N580JB,JFK,TPA,161,1005
12,17,1455,1736,B6,477,N520JB,JFK,JAX,134,828
12,17,1400,1509,B6,118,N192JB,JFK,BOS,67,187
12,17,1410,1616,B6,1373,N190JB,JFK,CHS,105,636
12,17,1500,1730,MQ,3669,N512MQ,LGA,ATL,119,762
12,17,1429,1623,9E,3527,N604LR,LGA,RDU,78,431
12,17,1415,1638,DL,673,N933AT,EWR,ATL,121,746
12,17,1355,1456,UA,256,N535UA,EWR,BOS,70,200
12,17,1451,1742,UA,1270,N78511,EWR,MCO,148,937
12,17,1455,1802,UA,1186,N33714,EWR,MIA,162,1085
12,17,1450,1649,US,1995,N191UW,LGA,CLT,98,544
12,17,1515,1649,UA,333,N821UA,EWR,ORD,106,719
12,17,1430,1608,UA,541,N833UA,EWR,CLE,67,404
12,17,1520,1750,MQ,3553,N521MQ,LGA,XNA,177,1147
12,17,1315,1445,WN,2868,N662SW,EWR,BNA,123,748
12,17,1435,1645,DL,1819,N990DL,LGA,MSP,143,1020
12,17,1355,1525,WN,3,N486WN,LGA,MDW,114,725
12,17,1506,1709,EV,4572,N11137,EWR,GSP,101,594
12,17,1530,1856,UA,257,N598UA,JFK,SFO,345,2586
12,17,1441,1712,UA,1554,N39728,EWR,ATL,116,746
12,17,1527,1656,EV,4502,N16981,EWR,BNA,124,748
12,17,1515,1720,MQ,2793,N679MQ,JFK,CMH,83,483
12,17,1520,1705,AA,341,N490AA,LGA,ORD,117,733
12,17,1510,1745,EV,4377,N12996,EWR,JAX,135,820
12,17,1509,1738,UA,745,N528UA,LGA,DEN,234,1620
12,17,1440,1644,DL,1231,N956DL,LGA,DTW,82,502
12,17,1305,1517,EV,5207,N723EV,LGA,CLT,91,544
12,17,1444,1605,B6,286,N267JB,JFK,ROC,60,264
12,17,1520,1808,UA,578,N459UA,EWR,LAS,320,2227
12,17,1459,1753,UA,761,N421UA,EWR,TPA,152,997
12,17,1529,1635,UA,363,N804UA,EWR,BOS,56,200
12,17,1530,1915,AA,85,N385AA,JFK,SFO,358,2586
12,17,1529,1740,EV,4576,N21130,EWR,GRR,95,605
12,17,1515,1705,MQ,3231,N933MQ,JFK,PIT,72,340
12,17,1524,1842,UA,1600,N29124,EWR,LAX,334,2454
12,17,1545,1858,DL,1935,N333NB,LGA,TPA,156,1010
12,17,1520,1848,DL,1982,N321NB,LGA,MIA,168,1096
12,17,1448,1758,UA,429,N429UA,LGA,IAH,197,1416
12,17,1528,1831,UA,1695,N78501,EWR,IAH,204,1400
12,17,1515,1838,DL,419,N704X,JFK,SEA,352,2422
12,17,1548,1827,DL,1705,N309US,LGA,MSY,171,1183
12,17,1550,1710,WN,421,N770SA,EWR,MDW,108,711
12,17,1555,1750,9E,2927,N600LR,JFK,ORD,114,740
12,17,1600,1745,9E,4215,N937XJ,LGA,PIT,59,335
12,17,1455,1805,AA,1155,N3BCAA,LGA,DFW,204,1389
12,17,1500,1641,UA,1048,N14230,LGA,ORD,115,733
12,17,1419,1714,B6,561,N659JB,LGA,PBI,155,1035
12,17,1600,1842,DL,847,N324US,LGA,ATL,129,762
12,17,1425,1625,MQ,3588,N501MQ,LGA,MSP,149,1020
12,17,1600,1909,DL,2459,N3773D,JFK,MCO,147,944
12,17,1500,1805,MQ,3072,N517MQ,JFK,TPA,157,1005
12,17,1522,1843,UA,342,N513UA,EWR,SFO,344,2565
12,17,1600,1948,DL,409,N706TW,JFK,SFO,348,2586
12,17,1545,1721,UA,1638,N37274,EWR,CLE,74,404
12,17,1600,1911,UA,1587,N37419,EWR,RSW,168,1068
12,17,1345,1529,EV,5259,N712EV,LGA,MSN,114,812
12,17,1510,1835,AA,1327,N3ATAA,LGA,PBI,157,1035
12,17,1530,1903,DL,417,N198DN,JFK,LAX,330,2475
12,17,1430,1553,EV,5713,N835AS,LGA,IAD,50,229
12,17,1510,1845,AA,145,N5FAAA,JFK,MIA,164,1089
12,17,1530,1721,UA,377,N847UA,LGA,CLE,70,419
12,17,1455,1805,AA,2285,N623AA,JFK,MCO,144,944
12,17,1450,1802,B6,1171,N534JB,LGA,FLL,167,1076
12,17,1455,1625,MQ,3425,N506MQ,JFK,DCA,44,213
12,17,1529,1825,B6,573,N784JB,EWR,TPA,153,997
12,17,1535,1857,B6,1729,N323JB,JFK,RSW,173,1074
12,17,1540,1725,9E,2900,N904XJ,JFK,BNA,118,765
12,17,1605,1859,B6,1843,N625JB,EWR,PBI,150,1023
12,17,1440,1702,EV,5199,N752EV,LGA,CHS,104,641
12,17,1545,1815,WN,3778,N497WN,EWR,DEN,229,1605
12,17,1625,1954,DL,428,N922DL,JFK,MIA,159,1089
12,17,1605,1933,DL,2280,N910DE,JFK,FLL,165,1069
12,17,1603,1736,UA,1564,N33203,EWR,ORD,111,719
12,17,1545,1905,AA,1156,N3HDAA,LGA,DFW,196,1389
12,17,1429,1655,B6,575,N284JB,JFK,MSY,169,1182
12,17,1550,1915,AA,1410,N3CEAA,LGA,MIA,163,1096
12,17,1630,1845,DL,2231,N921DL,LGA,DTW,86,502
12,17,1600,1741,UA,1195,N27724,LGA,ORD,111,733
12,17,1622,1916,UA,1631,N11206,EWR,MCO,142,937
12,17,1621,1846,UA,1139,N77431,EWR,DEN,231,1605
12,17,1620,1934,B6,89,N663JB,JFK,SAN,337,2446
12,17,1625,1943,DL,2595,N396DA,JFK,PDX,360,2454
12,17,1629,1946,B6,423,N828JB,JFK,LAX,342,2475
12,17,1544,1750,US,1767,N113UW,LGA,CLT,96,544
12,17,1604,1828,9E,2917,N293PQ,JFK,DTW,90,509
12,17,1500,1806,DL,2181,N329NB,LGA,MCO,150,950
12,17,1530,1716,9E,2907,N902XJ,JFK,BUF,59,301
12,17,1530,1829,B6,83,N527JB,JFK,MCO,148,944
12,17,1459,1756,DL,454,N3747D,JFK,LAS,315,2248
12,17,1615,1925,AA,211,N3HPAA,JFK,IAH,209,1417
12,17,1645,2019,DL,477,N624AG,JFK,LAX,341,2475
12,17,1610,1926,UA,375,N428UA,EWR,SEA,352,2402
12,17,1645,1926,DL,884,N314NB,LGA,DEN,247,1620
12,17,1650,1823,UA,1177,N31412,EWR,ORD,109,719
12,17,1540,1910,AA,65,N3CTAA,JFK,DFW,197,1391
12,17,1630,2130,AA,95,N633AA,JFK,SJU,202,1598
12,17,1630,1940,UA,1242,N37409,EWR,FLL,158,1065
12,17,1627,1747,EV,4187,N26549,EWR,ROC,56,246
12,17,1500,1611,US,2152,N948UW,LGA,BOS,57,184
12,17,1600,1744,9E,4276,N927XJ,LGA,RIC,69,292
12,17,1656,1839,EV,4695,N12569,EWR,RDU,79,416
12,17,1600,1826,9E,2922,N913XJ,JFK,MSP,155,1029
12,17,1545,1920,AA,133,N336AA,JFK,LAX,352,2475
12,17,1641,2016,UA,1284,N14250,EWR,SFO,362,2565
12,17,1700,2025,DL,2389,N3746H,JFK,AUS,209,1521
12,17,1705,1909,US,894,N560UW,LGA,CLT,89,544
12,17,1615,1812,9E,2933,N601LR,JFK,RDU,78,427
12,17,1602,1845,DL,407,N362NW,JFK,ATL,116,760
12,17,1659,2018,UA,1721,N87513,EWR,LAX,330,2454
12,17,1705,2004,B6,753,N537JB,JFK,PBI,157,1028
12,17,1650,1920,WN,356,N7714B,LGA,DEN,234,1620
12,17,1459,1625,9E,2903,N912XJ,JFK,BOS,NA,187
12,17,1630,1800,B6,2302,N348JB,JFK,BUF,62,301
12,17,1715,1850,MQ,2949,N670MQ,JFK,BNA,120,765
12,17,1425,1653,FL,1070,N173AT,LGA,ATL,132,762
12,17,1545,1810,MQ,2963,N621MQ,JFK,CVG,108,589
12,17,1515,1643,EV,5302,N615QX,LGA,SYR,39,198
12,17,1525,1720,MQ,2840,N1EAMQ,LGA,STL,133,888
12,17,1710,1910,MQ,3530,N833MQ,LGA,DTW,86,502
12,17,1700,1913,9E,3932,N8907A,EWR,CVG,105,569
12,17,1630,1915,UA,1178,N17105,EWR,IAH,191,1400
12,17,1650,1807,B6,1734,N229JB,JFK,BTV,45,266
12,17,1700,1825,MQ,3365,N812MQ,JFK,DCA,57,213
12,17,1710,2045,UA,512,N590UA,JFK,SFO,354,2586
12,17,1700,1819,US,2189,N702UW,LGA,DCA,60,214
12,17,1635,1825,AA,343,N519AA,LGA,ORD,106,733
12,17,1655,1950,B6,283,N729JB,JFK,MCO,141,944
12,17,1700,1955,AA,45,N3DBAA,JFK,LAS,314,2248
12,17,1715,2035,AA,291,N3JTAA,JFK,AUS,216,1521
12,17,1645,2010,AA,181,N5DHAA,JFK,LAX,348,2475
12,17,1715,1915,AA,199,N3ANAA,JFK,ORD,114,740
12,17,1705,2015,AA,67,N3HCAA,JFK,SAN,344,2446
12,17,1710,1911,B6,1119,N304JB,JFK,CLT,88,541
12,17,1552,1927,DL,2593,N313US,JFK,SLC,278,1990
12,17,1640,1820,MQ,3216,N648MQ,JFK,ORF,54,290
12,17,1729,2115,VX,193,N637VA,EWR,SFO,358,2565
12,17,1655,2025,VX,413,N621VA,JFK,LAX,339,2475
12,17,1535,1656,US,1775,N949UW,LGA,PHL,31,96
12,17,1630,2010,VX,27,N633VA,JFK,SFO,369,2586
12,17,1712,2019,UA,1064,N14704,EWR,DFW,191,1372
12,17,1725,2045,VX,169,N629VA,EWR,LAX,339,2454
12,17,1620,1840,DL,1619,N958DN,LGA,MSP,146,1020
12,17,1710,2021,DL,1519,N381DN,EWR,SLC,275,1969
12,17,1729,2029,UA,1109,N12109,EWR,MCO,140,937
12,17,1730,2046,B6,359,N571JB,JFK,BUR,346,2465
12,17,1640,1818,EV,4702,N11544,EWR,GSO,82,445
12,17,1710,2047,B6,415,N705JB,JFK,SFO,358,2586
12,17,1556,1914,B6,1801,N775JB,JFK,FLL,159,1069
12,17,1700,1840,WN,2960,N464WN,LGA,BNA,117,764
12,17,1725,2047,UA,237,N851UA,EWR,PDX,350,2434
12,17,1729,2111,UA,1127,N17245,EWR,SFO,361,2565
12,17,1759,2123,UA,535,N518UA,JFK,LAX,334,2475
12,17,1730,2055,AA,2351,N368AA,JFK,MIA,157,1089
12,17,1740,2118,B6,135,N768JB,JFK,PHX,299,2153
12,17,1615,1800,MQ,3301,N544MQ,LGA,RDU,84,431
12,17,1707,1912,EV,4411,N12924,EWR,MEM,149,946
12,17,1815,2055,WN,3691,N295WN,EWR,MSY,171,1167
12,17,1530,1758,DL,1942,N343NB,EWR,ATL,113,746
12,17,1810,2129,B6,1013,N621JB,JFK,LGB,339,2465
12,17,1804,2125,UA,1022,N37462,EWR,LAX,329,2454
12,17,1820,2145,AA,119,N3GAAA,EWR,LAX,341,2454
12,17,1815,2157,DL,426,N189DN,JFK,LAX,335,2475
12,17,1815,2042,DL,2013,N346NB,JFK,MSP,152,1029
12,17,1800,1919,US,2191,N742PS,LGA,DCA,50,214
12,17,1715,2020,DL,1585,N353NB,LGA,MCO,149,950
12,17,1800,2055,UA,1618,N37420,EWR,TPA,147,997
12,17,1630,1816,9E,3357,N298PQ,LGA,BNA,113,764
12,17,1650,2005,AA,1171,N3KKAA,LGA,DFW,195,1389
12,17,1700,1842,UA,689,N431UA,LGA,ORD,110,733
12,17,1745,2125,AA,177,N339AA,JFK,SFO,361,2586
12,17,1700,2025,AA,2379,N3BYAA,LGA,MIA,162,1096
12,17,1647,1849,DL,1518,N981AT,EWR,DTW,80,488
12,17,1816,2008,UA,1053,N54711,EWR,CLE,66,404
12,17,1740,2028,UA,587,N419UA,EWR,LAS,309,2227
12,17,1705,2006,B6,305,N613JB,EWR,FLL,166,1065
12,17,1730,1914,B6,1185,N183JB,JFK,RDU,80,427
12,17,1800,2046,DL,2147,N399DA,LGA,ATL,113,762
12,17,1615,1834,EV,5601,N750EV,LGA,CLT,87,544
12,17,1830,2205,B6,669,N712JB,JFK,SJC,359,2569
12,17,1800,2102,UA,360,N824UA,EWR,PBI,157,1023
12,17,1815,2156,UA,1635,N73283,EWR,PHX,299,2133
12,17,1700,1948,DL,221,N960DL,LGA,ATL,116,762
12,17,1830,2154,DL,438,N3760C,JFK,SAN,328,2446
12,17,1632,1854,EV,4294,N14573,EWR,SAV,118,708
12,17,1838,2214,UA,389,N546UA,JFK,SFO,347,2586
12,17,1835,2020,AA,359,N3ECAA,LGA,ORD,112,733
12,17,1720,2023,UA,700,N456UA,EWR,IAH,197,1400
12,17,1835,2058,9E,2911,N929XJ,JFK,CVG,97,589
12,17,1700,1856,US,632,N680AW,EWR,CLT,86,529
12,17,1645,1815,WN,1104,N8316H,LGA,MDW,108,725
12,17,1600,1730,MQ,3734,N6EAMQ,LGA,BNA,113,764
12,17,1729,2009,DL,527,N901DE,LGA,ATL,117,762
12,17,1729,1955,FL,400,N337AT,LGA,ATL,115,762
12,17,1829,2140,UA,235,N573UA,EWR,SNA,322,2434
12,17,1524,1649,EV,4580,N13964,EWR,MKE,120,725
12,17,1559,1821,EV,4684,N13997,EWR,SDF,108,642
12,17,1729,2000,F9,507,N263AV,LGA,DEN,232,1620
12,17,1835,1954,US,2070,N752US,LGA,PHL,35,96
12,17,1759,2109,DL,2370,N318US,LGA,PBI,156,1035
12,17,1830,2054,DL,2331,N907DE,JFK,DTW,84,509
12,17,1855,2205,UA,258,N562UA,EWR,FLL,160,1065
12,17,1900,2056,9E,2928,N916XJ,JFK,ORD,117,740
12,17,1600,1907,B6,1117,N561JB,LGA,TPA,148,1010
12,17,1800,2036,DL,926,N767NC,EWR,ATL,117,746
12,17,1800,1940,MQ,3501,N817MQ,LGA,RDU,88,431
12,17,1830,2205,UA,1416,N36207,EWR,SFO,357,2565
12,17,1645,1913,DL,2042,N935AT,EWR,ATL,114,746
12,17,1801,1944,UA,597,N809UA,EWR,ORD,111,719
12,17,1545,1905,WN,2806,N499WN,LGA,HOU,200,1428
12,17,1700,1815,US,2156,N953UW,LGA,BOS,34,184
12,17,1900,2249,DL,435,N722TW,JFK,SFO,351,2586
12,17,1912,2048,9E,2958,N8891A,JFK,ORF,50,290
12,17,1810,2029,DL,2019,N909DE,LGA,MSP,150,1020
12,17,1805,2125,UA,1692,N13718,EWR,SAN,339,2425
12,17,1730,2050,AA,1185,N3HBAA,LGA,DFW,201,1389
12,17,1721,1822,EV,3811,N12900,EWR,ALB,30,143
12,17,1835,2205,DL,442,N718TW,JFK,SEA,352,2422
12,17,1845,2158,DL,2391,N948DL,JFK,TPA,145,1005
12,17,1730,1925,MQ,3526,N516MQ,LGA,CMH,76,479
12,17,1915,2219,DL,2159,N911DE,JFK,MCO,145,944
12,17,1855,2235,VX,29,N634VA,JFK,SFO,365,2586
12,17,1815,2100,DL,456,N315US,JFK,ATL,115,760
12,17,1850,2030,MQ,3674,N514MQ,LGA,CLE,66,419
12,17,1910,2257,DL,460,N377DA,JFK,PHX,299,2153
12,17,1825,2152,AS,5,N413AS,EWR,SEA,343,2402
12,17,1640,1838,EV,5147,N722EV,LGA,CLE,78,419
12,17,1659,1857,EV,4640,N11535,EWR,DAY,87,533
12,17,1900,2047,9E,2943,N8869B,JFK,RIC,57,288
12,17,1740,1956,EV,4113,N13956,EWR,IND,104,645
12,17,1725,1845,AA,256,N3APAA,JFK,BOS,40,187
12,17,1900,2215,AA,21,N328AA,JFK,LAX,329,2475
12,17,1900,2237,DL,2594,N361NW,JFK,SAT,224,1587
12,17,1930,2130,MQ,3573,N834MQ,LGA,CMH,79,479
12,17,1851,2200,UA,1128,N15712,LGA,IAH,203,1416
12,17,1920,2248,UA,1078,N14242,EWR,SAT,224,1569
12,17,1830,2124,B6,183,N599JB,JFK,MCO,140,944
12,17,1930,2301,DL,2537,N648DL,JFK,SLC,283,1990
12,17,1905,2035,EV,4191,N25134,EWR,BNA,121,748
12,17,1810,1951,9E,3513,N924XJ,LGA,MKE,111,738
12,17,1840,2201,DL,2139,N338NB,LGA,MIA,158,1096
12,17,1730,1851,EV,4300,N27962,EWR,RIC,62,277
12,17,1620,1829,EV,4352,N17984,EWR,CVG,104,569
12,17,1720,2030,AA,2488,N475AA,EWR,DFW,200,1372
12,17,1843,1950,EV,4714,N26545,EWR,BDL,23,116
12,17,1740,1952,EV,5678,N13566,EWR,CVG,100,569
12,17,1945,2130,MQ,3374,N857MQ,JFK,RDU,81,427
12,17,1755,2117,DL,1211,N341NB,LGA,RSW,160,1080
12,17,1858,2150,B6,711,N517JB,JFK,LAS,312,2248
12,17,1847,2207,B6,263,N703JB,JFK,SEA,353,2422
12,17,1815,2127,9E,2915,N915XJ,JFK,DFW,195,1391
12,17,1921,2246,B6,71,N653JB,JFK,SLC,292,1990
12,17,1830,2138,B6,201,N651JB,JFK,FLL,157,1069
